domain,task,policy,episode,seed,utility,raw_return,cost,failure,steps,successes,resource_residual
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,0,13051000,-1.5479220638904336,0.45207793610956626,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,1,13051001,7.018025236180122,2.0180252361801223,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,2,13051002,-2.1002895914037096,-0.10028959140370952,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,3,13051003,-2.2883527367077887,-0.2883527367077887,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,4,13051004,-1.9017442847445536,0.09825571525544641,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,5,13051005,-2.050571126657067,-0.05057112665706709,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,6,13051006,-1.7989306653316168,0.20106933466838306,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,7,13051007,-2.0480317469238223,-0.04803174692382217,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,8,13051008,-1.3610391774381498,0.6389608225618502,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,9,13051009,6.633587080372081,1.6335870803720804,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,10,13051010,-1.7034652502811414,0.2965347497188586,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,11,13051011,-2.2623133805406073,-0.2623133805406074,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,12,13051012,-1.4937101002000288,0.5062898997999713,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,13,13051013,-1.2812093952940566,0.7187906047059435,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,14,13051014,-1.2974387090135868,0.7025612909864132,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,15,13051015,-1.7985015917384983,0.20149840826150167,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,16,13051016,-1.7953982383519156,0.2046017616480844,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,17,13051017,6.929723241192777,1.9297232411927767,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,18,13051018,7.002574532935178,2.002574532935178,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,goal_greedy,19,13051019,7.273447929987375,2.2734479299873755,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,0,13051000,-1.5479220638904336,0.45207793610956626,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,1,13051001,7.018025236180122,2.0180252361801223,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,2,13051002,-2.1002895914037096,-0.10028959140370952,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,3,13051003,-2.2883527367077887,-0.2883527367077887,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,4,13051004,-1.9017442847445536,0.09825571525544641,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,5,13051005,-2.050571126657067,-0.05057112665706709,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,6,13051006,-1.7989306653316168,0.20106933466838306,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,7,13051007,-2.0480317469238223,-0.04803174692382217,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,8,13051008,-1.3610391774381498,0.6389608225618502,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,9,13051009,6.633587080372081,1.6335870803720804,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,10,13051010,-1.7034652502811414,0.2965347497188586,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,11,13051011,-2.2623133805406073,-0.2623133805406074,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,12,13051012,-1.4937101002000288,0.5062898997999713,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,13,13051013,-1.2812093952940566,0.7187906047059435,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,14,13051014,-1.2974387090135868,0.7025612909864132,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,15,13051015,-1.7985015917384983,0.20149840826150167,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,16,13051016,-1.7953982383519156,0.2046017616480844,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,17,13051017,6.929723241192777,1.9297232411927767,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,18,13051018,7.002574532935178,2.002574532935178,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_moderate,19,13051019,7.273447929987375,2.2734479299873755,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,0,13051000,-1.5479220638904336,0.45207793610956626,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,1,13051001,7.018025236180122,2.0180252361801223,0.0,False,500,1,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,2,13051002,-2.1002895914037096,-0.10028959140370952,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,3,13051003,-2.2883527367077887,-0.2883527367077887,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,4,13051004,-1.9017442847445536,0.09825571525544641,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,5,13051005,-2.050571126657067,-0.05057112665706709,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,6,13051006,-1.7989306653316168,0.20106933466838306,0.0,True,500,0,0.0
safety_gymnasium_point_goal,ExternalPointGoal-calibration-l0-cw1p0-s51000-v0,hazard_aware_strict,7,13051007,-2.0480317469238223,-0.04803174692382217,0.0,True,500,0,0.0
