domain,task,proposal_active,fallback_policy,candidate_policy,predicted_advantage,support_radius,reason
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m4-det-r35-v0,False,nominal_value_iteration,hazard_averse_value_iteration,,,outside_calibration_support
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m4-det-r55-v0,False,nominal_value_iteration,hazard_averse_value_iteration,0.0,0.5220153254455275,fit_prediction_below_margin
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m4-det-r75-v0,False,nominal_value_iteration,hazard_averse_value_iteration,0.0,0.5220153254455275,fit_prediction_below_margin
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m4-slip-r35-v0,False,nominal_value_iteration,hazard_averse_value_iteration,,,outside_calibration_support
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m4-slip-r55-v0,True,nominal_value_iteration,hazard_averse_value_iteration,13.086985406641062,0.5220153254455275,positive_fit_prediction_pending_pilot_verification
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m4-slip-r75-v0,True,nominal_value_iteration,hazard_averse_value_iteration,21.772937543086144,0.5220153254455275,positive_fit_prediction_pending_pilot_verification
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m8-det-r35-v0,False,nominal_value_iteration,hazard_averse_value_iteration,,,outside_calibration_support
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m8-det-r55-v0,False,nominal_value_iteration,hazard_averse_value_iteration,0.0,0.5220153254455275,fit_prediction_below_margin
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m8-det-r75-v0,False,nominal_value_iteration,hazard_averse_value_iteration,0.0,0.5220153254455275,fit_prediction_below_margin
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m8-slip-r35-v0,False,nominal_value_iteration,hazard_averse_value_iteration,,,outside_calibration_support
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m8-slip-r55-v0,True,nominal_value_iteration,hazard_averse_value_iteration,34.717386956168085,0.5220153254455275,positive_fit_prediction_pending_pilot_verification
gymnasium_frozenlake,ExternalFrozenLake-confirmation-m8-slip-r75-v0,True,nominal_value_iteration,hazard_averse_value_iteration,37.625705421110105,0.5220153254455275,positive_fit_prediction_pending_pilot_verification
