domain,task,policy,episode,seed,utility,raw_return,cost,failure,steps,successes,resource_residual
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,0,1000000,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,1,1000001,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,2,1000002,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,3,1000003,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,4,1000004,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,5,1000005,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,6,1000006,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,7,1000007,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,8,1000008,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,9,1000009,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,10,1000010,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,11,1000011,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,12,1000012,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,13,1000013,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,14,1000014,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,15,1000015,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,16,1000016,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,17,1000017,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,18,1000018,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,19,1000019,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,20,1000020,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,21,1000021,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,22,1000022,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,23,1000023,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,24,1000024,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,25,1000025,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,26,1000026,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,27,1000027,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,28,1000028,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,29,1000029,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,30,1000030,99.4,1.0,0.0,False,6,1,0.0
gymnasium_frozenlake,ExternalFrozenLake-development-m4-det-r40-v0,nominal_value_iteration,31,1000031,99.4,1.0,0.0,False,6,1,0.0
